id,question_rich_text,question_title,explanation,hint_text,question_text,difficulty
142,Which of the following is correct?,Q6-13,,3NF is a less restrictive normal form such that a lossless and dependency preserving decomposition can always be found.,Which of the following is correct?,2
141,Which of the following is correct?,Q6-12,,"A relation schema R is in BCNF if whenever a non-trivial FD X →A holds in R, then X is a superkey.
A relation schema R is in 3NF if whenever a non-trivial FD X → A holds in R, then X is a superkey or A is a prime attribute.
",Which of the following is correct?,1
140,Which of the following is correct about 3NF?,Q6-11,,"A relation schema R is in 3NF if whenever a non-trivial FD X → A holds in R, then X is a superkey or A is a prime attribute.",Which of the following is correct about 3NF?,1
139,Which of the following is correct about BCNF?,Q6-10,,"A relation schema R is in BCNF if whenever a non-trivial FD X → A holds in R, then X is a superkey.

",Which of the following is correct about BCNF?,1
138,"R={A,B,C,D}, Σ={AB→ CD, C→ A}. Which of the following is correct?  ",Q6-9,,,"R={A,B,C,D}, Σ={AB→ CD, C→ A}. Which of the following is correct?",3
137,"R={A,B,C,D}, Σ={AB→ CD, BC→ A}. Which of the following is correct?  ",Q6-8,,"A relation schema R is in BCNF if whenever a non-trivial FD X →A holds in R, then X is a superkey.

A relation schema R is in 3NF if whenever a non-trivial FD X → A holds in R, then X is a superkey or A is a prime attribute.
","R={A,B,C,D}, Σ={AB→ CD, BC→ A}. Which of the following is correct?",3
136,"R={A,B,C}, Σ={A→ B, B→ C}. Which of the following is correct?  ",Q6-7,,,"R={A,B,C}, Σ={A→ B, B→ C}. Which of the following is correct?",2
135,"R={A,B,C}, Σ={A→ BC, BC→ A}. Which of the following is correct?  ",Q6-6,,"A relation schema R is in BCNF if whenever a non-trivial FD X → A holds in R, then X is a superkey.

A relation schema R is in 3NF if whenever a non-trivial FD X → A holds in R, then X is a superkey or A is a prime attribute.
","R={A,B,C}, Σ={A→ BC, BC→ A}. Which of the following is correct?",2
134,"R={A, B, C} and Σ = {A→BC}. Which of the following is correct?  ",Q6-5,,"A relation schema R is in BCNF if whenever a non-trivial FD X → A holds in R, then X is a superkey.

A relation schema R is in 3NF if whenever a non-trivial FD X → A holds in R, then X is a superkey or A is a prime attribute.
","R={A, B, C} and Σ = {A→BC}. Which of the following is correct?",1
133,Which of the following is correct? ,Q6-4,,,Which of the following is correct?,1
132,"R={A, B, C} and Σ = {A→B, B→C, A→C}. The decomposition of R into R1 = {A, B} and R2 = {B, C}",Q6-3,,,"R={A, B, C} and Σ = {A→B, B→C, A→C}. The decomposition of R into R1 = {A, B} and R2 = {B, C}",1
131,"R={A, B, C} and Σ = {A→B, B→C, A→C}. The decomposition of R into R1 = {A, B} and R2 = {A, C}",Q6-2,,,"R={A, B, C} and Σ = {A→B, B→C, A→C}. The decomposition of R into R1 = {A, B} and R2 = {A, C}",1
130,"R={A, B, C} and Σ = {A→B, B→C}. The decomposition of R into R1 = {A, B} and R2 = {B, C}",Q6-1,,"Lossless join – “ capture the same data ” To disallow the possibility of generating spurious tuples when a NATURAL JOIN operation is applied to the relations after decomposition.

 Dependency preservation – “ capture the same meta-data ” To ensure that each functional dependency can be inferred from functional dependencies after decomposition.
","R={A, B, C} and Σ = {A→B, B→C}. The decomposition of R into R1 = {A, B} and R2 = {B, C}",1
129,"R={A,B,C, D}, Σ={A→BCD, CD→AB}. Is the following statement true or false?  A is the only CK of R.",Q5-21,,,"R={A,B,C, D}, Σ={A→BCD, CD→AB}. Is the following statement true or false? A is the only CK of R.",3
128,"R={A,B,C, D}, Σ={A→ B, B→ AD, CD→AB}. Is the following statement true or false?  C must be part of each CK of R.",Q5-20,,,"R={A,B,C, D}, Σ={A→ B, B→ AD, CD→AB}. Is the following statement true or false? C must be part of each CK of R.",3
127,"R={A,B,C}, Σ={A→ B, B→ C, C→A}. Is the following statement true or false?  A, B and C are all prime attributes.",Q5-19,,A prime attribute is an attribute occurring in a candidate key.,"R={A,B,C}, Σ={A→ B, B→ C, C→A}. Is the following statement true or false? A, B and C are all prime attributes.",2
126,"R={A,B,C}, Σ={A→ B, B→ C, C→A}. Is the following statement true or false?  A is the only CK of R ",Q5-18,,,"R={A,B,C}, Σ={A→ B, B→ C, C→A}. Is the following statement true or false? A is the only CK of R",2
125,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false?  A is the only CK of R ",Q5-17,,,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false? A is the only CK of R",2
124,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false?  AB is a CK of R ",Q5-16,,A minimal superkey is called a candidate key.,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false? AB is a CK of R",2
123,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false? A is a CK of R ",Q5-15,,A minimal superkey is called a candidate key.,"R={A,B,C}, Σ={A→ B, AB→ C}. Is the following statement true or false? A is a CK of R",2
122,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, A→ C}. Is the following statement true or false?  Σ2 is a minimal cover of Σ1 ",Q5-14,,,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, A→ C}. Is the following statement true or false? Σ2 is a minimal cover of Σ1",2
121,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, B→ C}. Is the following statement true or false? Σ2 is a minimal cover of Σ1 ",Q5-13,,A minimal cover of a set of FDs F is a minimal set of functional dependencies that is equivalent to F.,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, B→ C}. Is the following statement true or false? Σ2 is a minimal cover of Σ1",2
120,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, A→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent ",Q5-12,,,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, A→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent",2
119,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, B→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent ",Q5-11,,,"R={A,B,C}, Σ1={A→ B, AB→ C} and Σ2={A→ B, B→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent",2
118,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ2 ⊨  Σ1 ",Q5-10,,,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ2 ⊨ Σ1",2
117,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ1 ⊨  Σ2 ",Q5-9,,,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ1 ⊨ Σ2",2
116,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent ",Q5-8,,,"R={A,B,C}, Σ1={A→ B, B→ C} and Σ2={A→ C, B→ C}. Is the following statement true or false? Σ1 and Σ2 are equivalent",2
115,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? Σ ⊨ D→ AC",Q5-7,,,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? Σ ⊨ D→ AC",1
114,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? D is a SK of R",Q5-6,,A subset of the attributes of a relation schema R is a superkey if it uniquely determines all attributes of R.,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? D is a SK of R",1
113,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. The closure of D is ",Q5-5,,"The closure of D, is the set of all attributes that are dependent on D.","R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. The closure of D is",1
112," R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? Σ ⊨  A→ C",Q5-4,,,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? Σ ⊨ A→ C",1
111,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? A is a SK of R",Q5-3,,A subset of the attributes of a relation schema R is a superkey if it uniquely determines all attributes of R.,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. Is the following statement true or false? A is a SK of R",1
110,"R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. The closure of A is ",Q5-2,,"The closure of A, is the set of all attributes that are dependent on A.","R={A,B,C,D} and Σ={A→ B, B→ C, D→ABC}. The closure of A is",1
109,Which of the following is a trival FD?,Q5-1,,"Trivial − If a functional dependency (FD) X → Y holds, where Y is a subset of X, then it is called a trivial FD. Trivial FDs always hold.",Which of the following is a trival FD?,1
108,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Which of the following statements can be modelled by the ER diagram?",Q4-18,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Which of the following statements can be modelled by the ER diagram?",2
107,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
If we model ""administrator"" as an entity type, which of the following is its key attribute?",Q4-17,,Key attribute: refers to an attribute that uniquely defines an entity in an entity set.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. If we model ""administrator"" as an entity type, which of the following is its key attribute?",1
106,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. What is the best way to model the ""speciality""of ""trainer""?",Q4-16,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. What is the best way to model the ""speciality""of ""trainer""?",2
105,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Suppose that ""instruct"" is a relationship type between two entity types ""trainer"" and ""fitness class"". What is the participation constraint on ""fitness class"" in ""instruct""?",Q4-15,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Suppose that ""instruct"" is a relationship type between two entity types ""trainer"" and ""fitness class"". What is the participation constraint on ""fitness class"" in ""instruct""?",1
104,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Suppose that ""instruct"" is a relationship type between two entity types ""trainer"" and ""fitness class"". What is the participation constraint on ""trainer"" in ""instruct""?
",Q4-14,,The participation constraint specifies whether the existence of any entity depends on its being related to another entity via the relationship type.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Suppose that ""instruct"" is a relationship type between two entity types ""trainer"" and ""fitness class"". What is the participation constraint on ""trainer"" in ""instruct""?",1
103,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
What is the cardinality ratio of the relationship between ""trainer"" and ""fitness class""?
",Q4-13,,The cardinality ratio specifies the maximum number of relationships that an entity can participate in.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. What is the cardinality ratio of the relationship between ""trainer"" and ""fitness class""?",1
102,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Suppose that ""participate"" is a relationship type between two entity types ""member"" and ""fitness class"". What is the participation constraint on ""fitness class"" in ""participate""?
",Q4-12,,,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Suppose that ""participate"" is a relationship type between two entity types ""member"" and ""fitness class"". What is the participation constraint on ""fitness class"" in ""participate""?",1
101,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
Suppose that ""participate"" is a relationship type between two entity types ""member"" and ""fitness class"". What is the participation constraint on ""member"" in ""participate""?",Q4-11,,The participation constraint specifies whether the existence of any entity depends on its being related to another entity via the relationship type.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. Suppose that ""participate"" is a relationship type between two entity types ""member"" and ""fitness class"". What is the participation constraint on ""member"" in ""participate""?",1
100,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year.</br>
</br>
What is the cardinality ratio of the relationship between ""member"" and ""fitness class""?
",Q4-10,,The cardinality ratio specifies the maximum number of relationships that an entity can participate in.,"Consider a database that stores names, addresses and unique IDs of employees in a fitness centre. The employees are classified into three categories: trainers, administrators and technicians. Each trainer has one or more specialities, e.g., weight gain, weight loss, strength building, etc. An administrator can register new members and be reached through a landline phone number. Each member is identified by an email address. The fitness centre organises fitness classes for members. Each class has a name, a start date, an end date, and a daily time slot. No two fitness classes have the same daily time slot, and for each fitness class the start date must be before the end date. A member may choose to participate in one or more fitness classes and may also choose one of the trainers as their personal trainer. Each fitness class is attended by one or more members and instructed by only one trainer. Not all trainers deliver fitness classes. After receiving the approval from an administrator, a member may choose to add multiple associate members who will have partial access to the services provided by the fitness centre, and an associate number (i.e., 1, 2, . . .) and the name of each associate member are recorded in the database. The database keeps track of equipment available in the fitness centre. Each piece of equipment has a unique ID and must have one of the following three status types: new, working or broken. Each technician has a mobile phone number. Technicians maintain equipment in the fitness centre and the database records the date of each maintenance event. Each piece of equipment should be maintained at least twice a year. What is the cardinality ratio of the relationship between ""member"" and ""fitness class""?",1
